categories,source,title,date_text,place,fee,url
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Vaundy VAWS one man live 2026 at Zepp Sapporo 2026/08/12,2026-08-12 (水),Zepp Sapporo,,https://www.eventernote.com/events/482647
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Age Factory x ENTH x Paledusk presents 「GOBLIN」TOUR 2026 札幌公演,2026-08-06 (木),Zepp Sapporo,,https://www.eventernote.com/events/479478
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),ファントムシータ Zepp TOUR 2026「ふぁんとむ♥らんど」北海道,2026-07-19 (日),Zepp Sapporo,,https://www.eventernote.com/events/458939
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),斉藤壮馬 Zepp Live Tour 2026【北海道公演】,2026-07-05 (日),Zepp Sapporo,,https://www.eventernote.com/events/459740
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),鈴木愛理 LIVE 2026 ll:Bias by us:ll 北海道公演,2026-07-04 (土),Zepp Sapporo,,https://www.eventernote.com/events/465723
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),BLUE ENCOUNT 2MAN TOUR2026 ASSEMBLE A NEW AGE -season3 北海道,2026-06-20 (土),Zepp Sapporo,,https://www.eventernote.com/events/466150
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),iLiFE! Zeppツアー 「TRAVELiFE! 2026」@Zepp Sapporo,2026-06-14 (日),Zepp Sapporo,,https://www.eventernote.com/events/460132
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),i☆Ris 11th Live Tour 2026～VINTAGEイイ味出てます～ 北海道公演,2026-05-16 (土),Zepp Sapporo,,https://www.eventernote.com/events/456619
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),BEYOND SCENE 2026 in Sapporo,2026-05-09 (土),Zepp Sapporo,,https://www.eventernote.com/events/466193
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),"Aooo Live Tour ""RINGRING"" HOKKAIDO",2026-05-08 (金),Zepp Sapporo,,https://www.eventernote.com/events/454683
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Juice=Juice LIVE TOUR 2026 UP TO 11 5/4➁,2026-05-04 (月),Zepp Sapporo,,https://www.eventernote.com/events/477620
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Juice=Juice LIVE TOUR 2026 UP TO 11 5/4①,2026-05-04 (月),Zepp Sapporo,,https://www.eventernote.com/events/470640
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),HIMEHINA ASIA Tour 2026『LIFETIME is BUBBLIN』 札幌,2026-05-02 (土),Zepp Sapporo,,https://www.eventernote.com/events/453162
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),AKB48 67thSG『名残り桜』初回限定盤 発売記念「札幌握手会」,2026-04-19 (日),Zepp Sapporo,,https://www.eventernote.com/events/470806
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),UVERworld ZERO LAG TOUR 北海道公演DAY2,2026-03-27 (金),Zepp Sapporo,,https://www.eventernote.com/events/458552
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),UVERworld ZERO LAG TOUR 北海道公演DAY1,2026-03-26 (木),Zepp Sapporo,,https://www.eventernote.com/events/458551
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),AVAM 3rd Anniversary Zepp Tour 『RE:BORNEDGE』,2026-03-21 (土),Zepp Sapporo,,https://www.eventernote.com/events/469466
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),THE ORAL CIGARETTES「ERASE the BORDER TOUR 2026」北海道公演,2026-03-07 (土),Zepp Sapporo,,https://www.eventernote.com/events/456891
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),限りなく白く Oneman Live 「STARLIGHT」,2026-03-02 (月),Zepp Sapporo,,https://www.eventernote.com/events/436321
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),トゲナシトゲアリ Zepp Tour 2026 “拍動の未来” Zepp Sapporo,2026-02-28 (土),Zepp Sapporo,,https://www.eventernote.com/events/445737
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),CUTIE STREET OFFICIAL FAN CLUB TOUR 2026 WINTER きゅーてすとのつどい 北海道公演,2026-02-27 (金),Zepp Sapporo,,https://www.eventernote.com/events/451175
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),高嶺のなでしこ Live Tour - Bouquet of 9 Flowers – ＠Zepp Sapporo 第一部,2026-02-14 (土),Zepp Sapporo,,https://www.eventernote.com/events/452363
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),高嶺のなでしこ Live Tour - Bouquet of 9 Flowers – ＠Zepp Sapporo 第二部,2026-02-14 (土),Zepp Sapporo,,https://www.eventernote.com/events/452768
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),いぎなり東北産『いぎなりZeppツアー うま年 〜ペガサスときらめきパレード〜』＜北海道＞,2026-02-08 (日),Zepp Sapporo,,https://www.eventernote.com/events/436954
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),木曜定期公演スペシャルステージ 新春ZeppSP！,2026-01-29 (木),Zepp Sapporo,,https://www.eventernote.com/events/457293
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),全国ツアー『JAPANLiFE! 2025』札幌公演,2026-01-27 (火),Zepp Sapporo,,https://www.eventernote.com/events/452333
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),谷乃愛 生誕祭 2025,2025-12-28 (日),Zepp Sapporo,,https://www.eventernote.com/events/450304
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),山下彩耶 生誕祭 2025,2025-12-06 (土),Zepp Sapporo,,https://www.eventernote.com/events/451876
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),SWEET STEADY JAPAN TOUR 2025 - AUTUMN - Zepp Sapporo,2025-11-20 (木),Zepp Sapporo,,https://www.eventernote.com/events/433991
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Suchmos「Asia Tour Sunburst 2025」HOKKAIDO,2025-11-14 (金),Zepp Sapporo,,https://www.eventernote.com/events/434510
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),LINDBERG LIVE TOUR 2025「BLACK SPIDER」札幌公演,2025-11-07 (金),Zepp Sapporo,,https://www.eventernote.com/events/436709
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),「田村ゆかり Fanclub Tour 2025 Soundrops Ⅱ」北海道公演,2025-11-02 (日),Zepp Sapporo,,https://www.eventernote.com/events/440741
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),CANDY TUNE JAPAN TOUR 2025 - AUTUMN - 北海道公演,2025-10-23 (木),Zepp Sapporo,,https://www.eventernote.com/events/427626
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),粗品 全国五大都市ツアー「新世界より」札幌公演,2025-10-21 (火),Zepp Sapporo,,https://www.eventernote.com/events/438729
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),ONE MAN JAPAN TOUR 2025 OPTIMIZE 北海道公演,2025-10-17 (金),Zepp Sapporo,,https://www.eventernote.com/events/437835
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),THE ORAL CIGARETTES 「ALL MY LIFE TOUR 2025」北海道公演,2025-10-14 (火),Zepp Sapporo,,https://www.eventernote.com/events/427908
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),"""Sono nanika in my daze"" Release Tour 2025 札幌",2025-10-13 (月),Zepp Sapporo,,https://www.eventernote.com/events/432183
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Fan Meeting Tour 2025〜かんぱいしるこの部屋〜 北海道公演,2025-10-12 (日),Zepp Sapporo,,https://www.eventernote.com/events/442526
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Chevon pre.よしなに~全国編~ 札幌公演,2025-10-07 (火),Zepp Sapporo,,https://www.eventernote.com/events/443705
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Takashi Utsunomiya Tour 2025 U Mix ♯3 北海道公演,2025-10-04 (土),Zepp Sapporo,,https://www.eventernote.com/events/446366
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),陰陽座ツアー2025『吟澪』北海道公演,2025-09-30 (火),Zepp Sapporo,,https://www.eventernote.com/events/439696
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),UVERworld THE LIVE 2025～誠果生誕祭～,2025-09-25 (木),Zepp Sapporo,,https://www.eventernote.com/events/429032
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),UVERworld THE LIVE 2025～北海道公演2日目～,2025-09-24 (水),Zepp Sapporo,,https://www.eventernote.com/events/429031
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),Girls² New Era Release Party 北海道公演,2025-09-21 (日),Zepp Sapporo,,https://www.eventernote.com/events/437561
🎵 音楽ライブ,イベンターノート(Zepp Sapporo),聖飢魔II 魔人倶楽部40th 会員限定 『第19回信者の集ひ』札幌・第二回目,2025-09-15 (月),Zepp Sapporo,,https://www.eventernote.com/events/434158
🎵 音楽ライブ,イベンターノート(北海きたえーる),BUMP OF CHICKEN TOUR 2026 北海道公演 DAY2,2026-10-18 (日),北海きたえーる,,https://www.eventernote.com/events/456641
🎵 音楽ライブ,イベンターノート(北海きたえーる),BUMP OF CHICKEN TOUR 2026 北海道公演 DAY1,2026-10-17 (土),北海きたえーる,,https://www.eventernote.com/events/456639
🎵 音楽ライブ,イベンターノート(北海きたえーる),なにわ男子 LIVE TOUR 2026 「ND⁵」 北海道 2日目,2026-07-12 (日),北海きたえーる,,https://www.eventernote.com/events/475252
🎵 音楽ライブ,イベンターノート(北海きたえーる),なにわ男子 LIVE TOUR 2026 「ND⁵」 北海道 1日目 昼公演,2026-07-11 (土),北海きたえーる,,https://www.eventernote.com/events/475250
🎵 音楽ライブ,イベンターノート(北海きたえーる),なにわ男子 LIVE TOUR 2026 「ND⁵」 北海道 1日目 夜公演,2026-07-11 (土),北海きたえーる,,https://www.eventernote.com/events/475251
🎵 音楽ライブ,イベンターノート(北海きたえーる),FRUITS ZIPPER 4TH ANNIVERSARY ARENA TOUR「DREAM WITH IN」北海道公演2日目,2026-06-07 (日),北海きたえーる,,https://www.eventernote.com/events/481088
🎵 音楽ライブ,イベンターノート(北海きたえーる),FRUITS ZIPPER 4TH ANNIVERSARY ARENA TOUR「DREAM WITH IN」北海道公演1日目,2026-06-06 (土),北海きたえーる,,https://www.eventernote.com/events/480937
🎵 音楽ライブ,イベンターノート(北海きたえーる),芸能生活30周年記念！！大泉洋リサイタル２-リベンジ- 札幌公演DAY2,2026-05-31 (日),北海きたえーる,,https://www.eventernote.com/events/470252
🎵 音楽ライブ,イベンターノート(北海きたえーる),芸能生活30周年記念！！大泉洋リサイタル２-リベンジ- 札幌公演DAY1,2026-05-30 (土),北海きたえーる,,https://www.eventernote.com/events/470253
🎵 音楽ライブ,イベンターノート(北海きたえーる),NiziU Live with U 2026 “NEW EvoNUtion”北海道公演2日目,2026-02-28 (土),北海きたえーる,,https://www.eventernote.com/events/462811
🎵 音楽ライブ,イベンターノート(北海きたえーる),NiziU Live with U 2026 “NEW EvoNUtion”北海道公演1日目,2026-02-27 (金),北海きたえーる,,https://www.eventernote.com/events/453313
🎵 音楽ライブ,イベンターノート(北海きたえーる),＝LOVE 8th ANNIVERSARY PREMIUM TOUR 北海道公演Day2,2025-11-23 (日),北海きたえーる,,https://www.eventernote.com/events/436978
🎵 音楽ライブ,イベンターノート(北海きたえーる),＝LOVE 8th ANNIVERSARY PREMIUM TOUR 北海道公演Day1,2025-11-22 (土),北海きたえーる,,https://www.eventernote.com/events/436977
🎵 音楽ライブ,イベンターノート(北海きたえーる),Fall In Love With You Again Tour 2025 北海道 Day.2,2025-06-01 (日),北海きたえーる,,https://www.eventernote.com/events/406268
🎵 音楽ライブ,イベンターノート(北海きたえーる),Fall In Love With You Again Tour 2025 北海道 Day.1,2025-05-31 (土),北海きたえーる,,https://www.eventernote.com/events/406267
🎵 音楽ライブ,イベンターノート(北海きたえーる),Gen Hoshino presents MAD HOPE 北海道公演 DAY2,2025-05-25 (日),北海きたえーる,,https://www.eventernote.com/events/419546
🎵 音楽ライブ,イベンターノート(北海きたえーる),Gen Hoshino presents MAD HOPE 北海道公演 DAY1,2025-05-24 (土),北海きたえーる,,https://www.eventernote.com/events/419547
🎵 音楽ライブ,イベンターノート(北海きたえーる),SAPPORO COLLECTION 2025 SPRING/SUMMER,2025-04-26 (土),北海きたえーる,,https://www.eventernote.com/events/419649
🎵 音楽ライブ,イベンターノート(北海きたえーる),YUZU ARENA TOUR 2024-2025 図鑑 北海道公演 DAY2,2025-02-09 (日),北海きたえーる,,https://www.eventernote.com/events/382179
🎵 音楽ライブ,イベンターノート(北海きたえーる),YUZU ARENA TOUR 2024-2025 図鑑 北海道公演 DAY1,2025-02-08 (土),北海きたえーる,,https://www.eventernote.com/events/382178
🎵 音楽ライブ,イベンターノート(北海きたえーる),"SAKANAQUARIUM 2024 ""turn"" 北海道",2024-05-24 (金),北海きたえーる,,https://www.eventernote.com/events/368436
🎵 音楽ライブ,イベンターノート(北海きたえーる),19thライヴサーキット“PG wasn’t built in a day” 北海道公演,2024-01-20 (土),北海きたえーる,,https://www.eventernote.com/events/351400
🎵 音楽ライブ,イベンターノート(北海きたえーる),SAPPORO COLLECTION 2023 AUTUMN/WINTER,2023-11-04 (土),北海きたえーる,,https://www.eventernote.com/events/352470
🎵 音楽ライブ,イベンターノート(北海きたえーる),Get it Get it Go! SUMMER PARTY 2023 北海道,2023-07-08 (土),北海きたえーる,,https://www.eventernote.com/events/342251
🎵 音楽ライブ,イベンターノート(北海きたえーる),米津玄師 2023 TOUR / 空想 北海道公演 2日目,2023-05-21 (日),北海きたえーる,,https://www.eventernote.com/events/328206
🎵 音楽ライブ,イベンターノート(北海きたえーる),米津玄師 2023 TOUR / 空想 北海道公演 1日目,2023-05-20 (土),北海きたえーる,,https://www.eventernote.com/events/328205
🎵 音楽ライブ,イベンターノート(北海きたえーる),BUMP OF CHICKEN TOUR 2023 be there 2023/4/20(木) 北海道公演,2023-04-20 (木),北海きたえーる,,https://www.eventernote.com/events/324231
🎵 音楽ライブ,イベンターノート(北海きたえーる),YOASOBI ARENA TOUR 2023＜北海道公演＞4月16日(日),2023-04-16 (日),北海きたえーる,,https://www.eventernote.com/events/321981
🎵 音楽ライブ,イベンターノート(北海きたえーる),YOASOBI ARENA TOUR 2023＜北海道公演＞4月15日(土),2023-04-15 (土),北海きたえーる,,https://www.eventernote.com/events/321980
🎵 音楽ライブ,イベンターノート(北海きたえーる),「ラブライブ！スーパースター!! Liella! 3rd LoveLive! Tour ～WE WILL!!～」＜北海道公演＞Day2,2023-01-14 (土),北海きたえーる,,https://www.eventernote.com/events/314989
🎵 音楽ライブ,イベンターノート(北海きたえーる),「ラブライブ！スーパースター!! Liella! 3rd LoveLive! Tour ～WE WILL!!～」＜北海道公演＞Day1,2023-01-13 (金),北海きたえーる,,https://www.eventernote.com/events/314988
🎵 音楽ライブ,イベンターノート(北海きたえーる),Perfume 9th Tour 2022 “PLASMA” 北海道公演2日目,2022-11-06 (日),北海きたえーる,,https://www.eventernote.com/events/310270
🎵 音楽ライブ,イベンターノート(北海きたえーる),Perfume 9th Tour 2022 “PLASMA” 北海道公演1日目,2022-11-05 (土),北海きたえーる,,https://www.eventernote.com/events/310269
🎵 音楽ライブ,イベンターノート(北海きたえーる),Sapporo Collection 2022 Autumn/Winter,2022-10-29 (土),北海きたえーる,,https://www.eventernote.com/events/323975
🎵 音楽ライブ,イベンターノート(北海きたえーる),B’z LIVE-GYM 2022 -Highway X- 北海道公演1日目,2022-06-04 (土),北海きたえーる,,https://www.eventernote.com/events/304686
🎵 音楽ライブ,イベンターノート(北海きたえーる),サカナクション 全国アリーナツアー 2021-2022 北海道公演 2日目,2022-01-15 (土),北海きたえーる,,https://www.eventernote.com/events/293112
🎵 音楽ライブ,イベンターノート(北海きたえーる),サカナクション 全国アリーナツアー 2021-2022 北海道公演 1日目,2022-01-14 (金),北海きたえーる,,https://www.eventernote.com/events/293111
🎵 音楽ライブ,イベンターノート(北海きたえーる),"GLAY ARENA TOUR 2021 ""FREEDOM ONLY"" 北海道 2日目",2021-11-21 (日),北海きたえーる,,https://www.eventernote.com/events/283937
🎵 音楽ライブ,イベンターノート(北海きたえーる),"GLAY ARENA TOUR 2021 ""FREEDOM ONLY"" 北海道 初日",2021-11-20 (土),北海きたえーる,,https://www.eventernote.com/events/283936
🎵 音楽ライブ,イベンターノート(北海きたえーる),【振替公演:4/5分→中止】米津玄師 2020 TOUR / HYPE 北海道公演 1日目,2020-10-12 (月),北海きたえーる,,https://www.eventernote.com/events/252773
🎵 音楽ライブ,イベンターノート(北海きたえーる),【振替公演:4/4分→中止】米津玄師 2020 TOUR / HYPE 北海道公演 1日目,2020-10-11 (日),北海きたえーる,,https://www.eventernote.com/events/252772
🎵 音楽ライブ,イベンターノート(北海きたえーる),【再延期】Official髭男dism Tour 2020 - Arena Travelers - 北海道公演2日目,2020-08-02 (日),北海きたえーる,,https://www.eventernote.com/events/242515
🎵 音楽ライブ,イベンターノート(北海きたえーる),【再延期】Official髭男dism Tour 2020 - Arena Travelers - 北海道公演1日目,2020-08-01 (土),北海きたえーる,,https://www.eventernote.com/events/242514
🎵 音楽ライブ,イベンターノート(北海きたえーる),"【中止もしくは延期】FANTASTICS LIVE TOUR 2020 ""FNT"" 6/14 北海道公演",2020-06-14 (日),北海きたえーる,,https://www.eventernote.com/events/238848
🎵 音楽ライブ,イベンターノート(北海きたえーる),【中止もしくは延期】E-girls PERFECT LIVE 2011→2020 北海道公演6/13,2020-06-13 (土),北海きたえーる,,https://www.eventernote.com/events/232602
🎵 音楽ライブ,イベンターノート(北海きたえーる),【延期】YUZU ARENA TOUR 2020 北海道2日目,2020-05-24 (日),北海きたえーる,,https://www.eventernote.com/events/217333
🎵 音楽ライブ,イベンターノート(北海きたえーる),【延期】YUZU ARENA TOUR 2020 北海道1日目,2020-05-23 (土),北海きたえーる,,https://www.eventernote.com/events/217332
🎵 音楽ライブ,イベンターノート(北海きたえーる),【延期→10/12】米津玄師 2020 TOUR / HYPE 北海道公演 2日目,2020-04-05 (日),北海きたえーる,,https://www.eventernote.com/events/242586
🎵 音楽ライブ,イベンターノート(北海きたえーる),【延期→10/11】米津玄師 2020 TOUR / HYPE 北海道公演 1日目,2020-04-04 (土),北海きたえーる,,https://www.eventernote.com/events/242585
🎵 音楽ライブ,イベンターノート(北海きたえーる),ミュージカル『刀剣乱舞』 歌合 乱舞狂乱 2019 (北海道 12/7昼),2019-12-07 (土),北海きたえーる,,https://www.eventernote.com/events/223526
🎵 音楽ライブ,イベンターノート(北海きたえーる),ミュージカル『刀剣乱舞』 歌合 乱舞狂乱 2019 (北海道 12/7夜),2019-12-07 (土),北海きたえーる,,https://www.eventernote.com/events/223525
🎵 音楽ライブ,イベンターノート(北海きたえーる),ミュージカル『刀剣乱舞』 歌合 乱舞狂乱 2019 (北海道 12/6),2019-12-06 (金),北海きたえーる,,https://www.eventernote.com/events/223524
🎵 音楽ライブ,イベンターノート(北海きたえーる),GLAY ARENA TOUR 2019-2020 DEMOCRACY 25th HOTEL GLAY THE SUITE ROOM 札幌2日目,2019-12-01 (日),北海きたえーる,,https://www.eventernote.com/events/210962
🎵 音楽ライブ,イベンターノート(北海きたえーる),GLAY ARENA TOUR 2019-2020 DEMOCRACY 25th HOTEL GLAY THE SUITE ROOM 札幌1日目,2019-11-30 (土),北海きたえーる,,https://www.eventernote.com/events/210961
🎵 音楽ライブ,イベンターノート(北海きたえーる),ARGONAVIS presents WGP2019 札幌会場,2019-09-29 (日),北海きたえーる,,https://www.eventernote.com/events/225397
🎵 音楽ライブ,イベンターノート(北海きたえーる),ARGONAVIS presents WGP2019 札幌会場 クロージングステージ,2019-09-28 (土),北海きたえーる,,https://www.eventernote.com/events/227016
🎵 音楽ライブ,イベンターノート(北海きたえーる),ARGONAVIS presents WGP2019 札幌会場 オープニングステージ,2019-09-28 (土),北海きたえーる,,https://www.eventernote.com/events/226990
🎵 音楽ライブ,イベンターノート(北海きたえーる),ARGONAVIS presents WGP2019 札幌会場 ゲストとレッツ！ヴァイスシュヴァルツ!! チャレンジファイト,2019-09-28 (土),北海きたえーる,,https://www.eventernote.com/events/227008
🎵 音楽ライブ,イベンターノート(北海きたえーる),ARGONAVIS presents WGP2019 札幌会場 トークステージ カードゲーム女子部,2019-09-28 (土),北海きたえーる,,https://www.eventernote.com/events/226993
🎵 音楽ライブ,イベンターノート(北海きたえーる),ARGONAVIS presents WGP2019 札幌会場 トライアルデッキ＋(プラス)お渡し会,2019-09-28 (土),北海きたえーる,,https://www.eventernote.com/events/227004
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),「コレサワ ホールツアー2026」北海道,2026-11-23 (月),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/461139
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),LiVE is Smile Always ～LACE UP～ 札幌公演,2026-11-15 (日),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/479194
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),milet Hall Tour 2026 北海道・札幌文化芸術劇場hitaru,2026-11-13 (金),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/481004
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),FRUITS ZIPPER JAPAN TOUR 2026 - AUTUMN - 札幌公演,2026-11-12 (木),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/467393
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),いきものがかりの みなさん、こんにつあー!! 2026-2027 超全国あんぎゃー!! 〜47都道府県ぐるっと日本一周しまSHOW!!〜 北海道公演,2026-11-03 (火),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/457842
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),"羊文学 TOUR 2026 ""すーーーはーーー""北海道",2026-10-01 (木),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/483670
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),西野カナ TOUR 2026 “HEART BEAT” 北海道 Day.2,2026-09-04 (金),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/476196
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),西野カナ TOUR 2026 “HEART BEAT” 北海道 Day.1,2026-09-03 (木),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/476197
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),KINASHI CLASSIC in SAPPORO,2026-08-08 (土),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/466488
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),聖飢魔Ⅱ GREAT BLACK MASS TOUR「SEASONⅡ」【北海道】,2026-07-10 (金),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/458379
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),HANA 1st TOUR 2026 “Born to Bloom” 北海道公演,2026-05-02 (土),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/431370
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),20thライヴサーキット“水”北海道3日目,2026-04-21 (火),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/457528
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),20thライヴサーキット“水”北海道2日目,2026-04-20 (月),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/457527
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),ナンバーワン戦隊ゴジュウジャー ファイナルライブツアー2026 北海道公演 10:30,2026-04-05 (日),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/465971
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),ナンバーワン戦隊ゴジュウジャー ファイナルライブツアー2026 北海道公演 14:00,2026-04-05 (日),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/465972
🎵 音楽ライブ,イベンターノート(札幌文化芸術劇場hitaru),TM NETWORK TOUR 2026 QUANTUM 北海道公演,2026-03-12 (木),札幌文化芸術劇場hitaru,,https://www.eventernote.com/events/446389
