categories,source,title,date_text,place,fee,url
🛍️ ポップアップストア,大丸札幌店(SHOP BLOG),2026.09.19 4F 【セルフォード】Barbourコラボアウター😍🤎 CELFORD,2026.09.19,大丸札幌店,,https://shopblog.dmdepart.jp/sapporo/detail/?cd=136629&scd=003233
🛍️ ポップアップストア,大丸札幌店(SHOP BLOG),2026.09.19 6F コラボダウン先行受注会開催！！ タケオキクチ,2026.09.19,大丸札幌店,,https://shopblog.dmdepart.jp/sapporo/detail/?cd=136592&scd=002152
🍿 公開予定映画,映画館(公開予定・全国版),少しの愛だけでも,2026年11月13日公開,全国公開予定　※札幌での上映は劇場発表をご確認ください,,https://press.moviewalker.jp/mv93858/
